Year,Country_of_Birth,Adoption_Type,Age_Group,Gender,Number
2017,Indonesia,Total,18+,Male,0
2017,Indonesia,Total,18+,Female,0
2017,Indonesia,Two-parent,Total,Total,0
2017,Indonesia,Two-parent,Total,Male,0
2017,Indonesia,Two-parent,Total,Female,0
2017,Indonesia,Two-parent,0-17,Total,0
2017,Indonesia,Two-parent,0-17,Male,0
2017,Indonesia,Two-parent,0-17,Female,0
2017,Indonesia,Two-parent,18+,Total,0
2017,Indonesia,Two-parent,18+,Male,0
2017,Indonesia,Two-parent,18+,Female,0
2017,Indonesia,Single-parent,Total,Total,0
2017,Indonesia,Single-parent,Total,Male,0
2017,Indonesia,Single-parent,Total,Female,0
2017,Indonesia,Single-parent,0-17,Total,0
2017,Indonesia,Single-parent,0-17,Male,0
2017,Indonesia,Single-parent,0-17,Female,0
2017,Indonesia,Single-parent,18+,Total,0
2017,Indonesia,Single-parent,18+,Male,0
2017,Indonesia,Single-parent,18+,Female,0
2017,India,Total,Total,Total,5
2017,India,Total,Total,Male,2
2017,India,Total,Total,Female,3
2017,India,Total,0-17,Total,5
2017,India,Total,0-17,Male,2
2017,India,Total,0-17,Female,3
2017,India,Total,18+,Total,0
2017,India,Total,18+,Male,0
2017,India,Total,18+,Female,0
2017,India,Two-parent,Total,Total,4
2017,India,Two-parent,Total,Male,1
2017,India,Two-parent,Total,Female,3
2017,India,Two-parent,0-17,Total,4
2017,India,Two-parent,0-17,Male,1
2017,India,Two-parent,0-17,Female,3
2017,India,Two-parent,18+,Total,0
2017,India,Two-parent,18+,Male,0
2017,India,Two-parent,18+,Female,0
2017,India,Single-parent,Total,Total,1
2017,India,Single-parent,Total,Male,1
2017,India,Single-parent,Total,Female,0
2017,India,Single-parent,0-17,Total,1
2017,India,Single-parent,0-17,Male,1
2017,India,Single-parent,0-17,Female,0
2017,India,Single-parent,18+,Total,0
2017,India,Single-parent,18+,Male,0
2017,India,Single-parent,18+,Female,0
2017,Iraq,Total,Total,Total,0
2017,Iraq,Total,Total,Male,0
2017,Iraq,Total,Total,Female,0
2017,Iraq,Total,0-17,Total,0
2017,Iraq,Total,0-17,Male,0
2017,Iraq,Total,0-17,Female,0
2017,Iraq,Total,18+,Total,0
2017,Iraq,Total,18+,Male,0
2017,Iraq,Total,18+,Female,0
2017,Iraq,Two-parent,Total,Total,0
2017,Iraq,Two-parent,Total,Male,0
2017,Iraq,Two-parent,Total,Female,0
2017,Iraq,Two-parent,0-17,Total,0
2017,Iraq,Two-parent,0-17,Male,0
2017,Iraq,Two-parent,0-17,Female,0
2017,Iraq,Two-parent,18+,Total,0
2017,Iraq,Two-parent,18+,Male,0
2017,Iraq,Two-parent,18+,Female,0
2017,Iraq,Single-parent,Total,Total,0
2017,Iraq,Single-parent,Total,Male,0
2017,Iraq,Single-parent,Total,Female,0
2017,Iraq,Single-parent,0-17,Total,0
2017,Iraq,Single-parent,0-17,Male,0
2017,Iraq,Single-parent,0-17,Female,0
2017,Iraq,Single-parent,18+,Total,0
2017,Iraq,Single-parent,18+,Male,0
2017,Iraq,Single-parent,18+,Female,0
2017,"Iran, Islamic Republic of",Total,Total,Total,0
2017,"Iran, Islamic Republic of",Total,Total,Male,0
2017,"Iran, Islamic Republic of",Total,Total,Female,0
2017,"Iran, Islamic Republic of",Total,0-17,Total,0
2017,"Iran, Islamic Republic of",Total,0-17,Male,0
2017,"Iran, Islamic Republic of",Total,0-17,Female,0
2017,"Iran, Islamic Republic of",Total,18+,Total,0
2017,"Iran, Islamic Republic of",Total,18+,Male,0
2017,"Iran, Islamic Republic of",Total,18+,Female,0
2017,"Iran, Islamic Republic of",Two-parent,Total,Total,0
2017,"Iran, Islamic Republic of",Two-parent,Total,Male,0
2017,"Iran, Islamic Republic of",Two-parent,Total,Female,0
2017,"Iran, Islamic Republic of",Two-parent,0-17,Total,0
2017,"Iran, Islamic Republic of",Two-parent,0-17,Male,0
2017,"Iran, Islamic Republic of",Two-parent,0-17,Female,0
2017,"Iran, Islamic Republic of",Two-parent,18+,Total,0
2017,"Iran, Islamic Republic of",Two-parent,18+,Male,0
2017,"Iran, Islamic Republic of",Two-parent,18+,Female,0
2017,"Iran, Islamic Republic of",Single-parent,Total,Total,0
2017,"Iran, Islamic Republic of",Single-parent,Total,Male,0
2017,"Iran, Islamic Republic of",Single-parent,Total,Female,0
2017,"Iran, Islamic Republic of",Single-parent,0-17,Total,0
2017,"Iran, Islamic Republic of",Single-parent,0-17,Male,0
2017,"Iran, Islamic Republic of",Single-parent,0-17,Female,0
2017,"Iran, Islamic Republic of",Single-parent,18+,Total,0
2017,"Iran, Islamic Republic of",Single-parent,18+,Male,0
2017,"Iran, Islamic Republic of",Single-parent,18+,Female,0
2017,Israel,Total,Total,Total,0
2017,Israel,Total,Total,Male,0
2017,Israel,Total,Total,Female,0
2017,Israel,Total,0-17,Total,0
2017,Israel,Total,0-17,Male,0
2017,Israel,Total,0-17,Female,0
2017,Israel,Total,18+,Total,0
2017,Israel,Total,18+,Male,0
2017,Israel,Total,18+,Female,0
2017,Israel,Two-parent,Total,Total,0
2017,Israel,Two-parent,Total,Male,0
2017,Israel,Two-parent,Total,Female,0
2017,Israel,Two-parent,0-17,Total,0
2017,Israel,Two-parent,0-17,Male,0
2017,Israel,Two-parent,0-17,Female,0
2017,Israel,Two-parent,18+,Total,0
2017,Israel,Two-parent,18+,Male,0
2017,Israel,Two-parent,18+,Female,0
2017,Israel,Single-parent,Total,Total,0
2017,Israel,Single-parent,Total,Male,0
2017,Israel,Single-parent,Total,Female,0
2017,Israel,Single-parent,0-17,Total,0
2017,Israel,Single-parent,0-17,Male,0
2017,Israel,Single-parent,0-17,Female,0
2017,Israel,Single-parent,18+,Total,0
2017,Israel,Single-parent,18+,Male,0
2017,Israel,Single-parent,18+,Female,0
2017,Timor-Leste,Total,Total,Total,0
2017,Timor-Leste,Total,Total,Male,0
2017,Timor-Leste,Total,Total,Female,0
2017,Timor-Leste,Total,0-17,Total,0
2017,Timor-Leste,Total,0-17,Male,0
2017,Timor-Leste,Total,0-17,Female,0
2017,Timor-Leste,Total,18+,Total,0
2017,Timor-Leste,Total,18+,Male,0
2017,Timor-Leste,Total,18+,Female,0
2017,Timor-Leste,Two-parent,Total,Total,0
2017,Timor-Leste,Two-parent,Total,Male,0
2017,Timor-Leste,Two-parent,Total,Female,0
2017,Timor-Leste,Two-parent,0-17,Total,0
2017,Timor-Leste,Two-parent,0-17,Male,0
2017,Timor-Leste,Two-parent,0-17,Female,0
2017,Timor-Leste,Two-parent,18+,Total,0
2017,Timor-Leste,Two-parent,18+,Male,0
2017,Timor-Leste,Two-parent,18+,Female,0
2017,Timor-Leste,Single-parent,Total,Total,0
2017,Timor-Leste,Single-parent,Total,Male,0
2017,Timor-Leste,Single-parent,Total,Female,0
2017,Timor-Leste,Single-parent,0-17,Total,0
2017,Timor-Leste,Single-parent,0-17,Male,0
2017,Timor-Leste,Single-parent,0-17,Female,0
2017,Timor-Leste,Single-parent,18+,Total,0
2017,Timor-Leste,Single-parent,18+,Male,0
2017,Timor-Leste,Single-parent,18+,Female,0
2017,Japan,Total,Total,Total,0
2017,Japan,Total,Total,Male,0
2017,Japan,Total,Total,Female,0
2017,Japan,Total,0-17,Total,0
2017,Japan,Total,0-17,Male,0
2017,Japan,Total,0-17,Female,0
2017,Japan,Total,18+,Total,0
2017,Japan,Total,18+,Male,0
2017,Japan,Total,18+,Female,0
2017,Japan,Two-parent,Total,Total,0
2017,Japan,Two-parent,Total,Male,0
2017,Japan,Two-parent,Total,Female,0
2017,Japan,Two-parent,0-17,Total,0
2017,Japan,Two-parent,0-17,Male,0
2017,Japan,Two-parent,0-17,Female,0
2017,Japan,Two-parent,18+,Total,0
2017,Japan,Two-parent,18+,Male,0
2017,Japan,Two-parent,18+,Female,0
2017,Japan,Single-parent,Total,Total,0
2017,Japan,Single-parent,Total,Male,0
2017,Japan,Single-parent,Total,Female,0
2017,Japan,Single-parent,0-17,Total,0
2017,Japan,Single-parent,0-17,Male,0
2017,Japan,Single-parent,0-17,Female,0
2017,Japan,Single-parent,18+,Total,0
2017,Japan,Single-parent,18+,Male,0
2017,Japan,Single-parent,18+,Female,0
2017,Yemen,Total,Total,Total,0
2017,Yemen,Total,Total,Male,0
2017,Yemen,Total,Total,Female,0
2017,Yemen,Total,0-17,Total,0
2017,Yemen,Total,0-17,Male,0
2017,Yemen,Total,0-17,Female,0
2017,Yemen,Total,18+,Total,0
2017,Yemen,Total,18+,Male,0
2017,Yemen,Total,18+,Female,0
2017,Yemen,Two-parent,Total,Total,0
2017,Yemen,Two-parent,Total,Male,0
2017,Yemen,Two-parent,Total,Female,0
2017,Yemen,Two-parent,0-17,Total,0
2017,Yemen,Two-parent,0-17,Male,0
2017,Yemen,Two-parent,0-17,Female,0
2017,Yemen,Two-parent,18+,Total,0
2017,Yemen,Two-parent,18+,Male,0
2017,Yemen,Two-parent,18+,Female,0
2017,Yemen,Single-parent,Total,Total,0
2017,Yemen,Single-parent,Total,Male,0
2017,Yemen,Single-parent,Total,Female,0
2017,Yemen,Single-parent,0-17,Total,0
2017,Yemen,Single-parent,0-17,Male,0
2017,Yemen,Single-parent,0-17,Female,0
2017,Yemen,Single-parent,18+,Total,0
2017,Yemen,Single-parent,18+,Male,0
2017,Yemen,Single-parent,18+,Female,0
2017,Jordan,Total,Total,Total,0
2017,Jordan,Total,Total,Male,0
2017,Jordan,Total,Total,Female,0
2017,Jordan,Total,0-17,Total,0
2017,Jordan,Total,0-17,Male,0
2017,Jordan,Total,0-17,Female,0
2017,Jordan,Total,18+,Total,0
2017,Jordan,Total,18+,Male,0
2017,Jordan,Total,18+,Female,0
2017,Jordan,Two-parent,Total,Total,0
2017,Jordan,Two-parent,Total,Male,0
2017,Jordan,Two-parent,Total,Female,0
2017,Jordan,Two-parent,0-17,Total,0
2017,Jordan,Two-parent,0-17,Male,0
2017,Jordan,Two-parent,0-17,Female,0
2017,Jordan,Two-parent,18+,Total,0
2017,Jordan,Two-parent,18+,Male,0
2017,Jordan,Two-parent,18+,Female,0
2017,Jordan,Single-parent,Total,Total,0
2017,Jordan,Single-parent,Total,Male,0
2017,Jordan,Single-parent,Total,Female,0
2017,Jordan,Single-parent,0-17,Total,0
2017,Jordan,Single-parent,0-17,Male,0
2017,Jordan,Single-parent,0-17,Female,0
2017,Jordan,Single-parent,18+,Total,0
2017,Jordan,Single-parent,18+,Male,0
2017,Jordan,Single-parent,18+,Female,0
2017,Cambodia,Total,Total,Total,0
2017,Cambodia,Total,Total,Male,0
2017,Cambodia,Total,Total,Female,0
2017,Cambodia,Total,0-17,Total,0
2017,Cambodia,Total,0-17,Male,0
2017,Cambodia,Total,0-17,Female,0
2017,Cambodia,Total,18+,Total,0
2017,Cambodia,Total,18+,Male,0
2017,Cambodia,Total,18+,Female,0
2017,Cambodia,Two-parent,Total,Total,0
2017,Cambodia,Two-parent,Total,Male,0
2017,Cambodia,Two-parent,Total,Female,0
2017,Cambodia,Two-parent,0-17,Total,0
2017,Cambodia,Two-parent,0-17,Male,0
2017,Cambodia,Two-parent,0-17,Female,0
2017,Cambodia,Two-parent,18+,Total,0
2017,Cambodia,Two-parent,18+,Male,0
2017,Cambodia,Two-parent,18+,Female,0
2017,Cambodia,Single-parent,Total,Total,0
2017,Cambodia,Single-parent,Total,Male,0
2017,Cambodia,Single-parent,Total,Female,0
2017,Cambodia,Single-parent,0-17,Total,0
2017,Cambodia,Single-parent,0-17,Male,0
2017,Cambodia,Single-parent,0-17,Female,0
2017,Cambodia,Single-parent,18+,Total,0
2017,Cambodia,Single-parent,18+,Male,0
2017,Cambodia,Single-parent,18+,Female,0
2017,Kazakstan,Total,Total,Total,0
2017,Kazakstan,Total,Total,Male,0
2017,Kazakstan,Total,Total,Female,0
2017,Kazakstan,Total,0-17,Total,0
2017,Kazakstan,Total,0-17,Male,0
2017,Kazakstan,Total,0-17,Female,0
2017,Kazakstan,Total,18+,Total,0
2017,Kazakstan,Total,18+,Male,0
2017,Kazakstan,Total,18+,Female,0
2017,Kazakstan,Two-parent,Total,Total,0
2017,Kazakstan,Two-parent,Total,Male,0
2017,Kazakstan,Two-parent,Total,Female,0
2017,Kazakstan,Two-parent,0-17,Total,0
2017,Kazakstan,Two-parent,0-17,Male,0
2017,Kazakstan,Two-parent,0-17,Female,0
2017,Kazakstan,Two-parent,18+,Total,0
2017,Kazakstan,Two-parent,18+,Male,0
2017,Kazakstan,Two-parent,18+,Female,0
2017,Kazakstan,Single-parent,Total,Total,0
2017,Kazakstan,Single-parent,Total,Male,0
2017,Kazakstan,Single-parent,Total,Female,0
2017,Kazakstan,Single-parent,0-17,Total,0
2017,Kazakstan,Single-parent,0-17,Male,0
2017,Kazakstan,Single-parent,0-17,Female,0
2017,Kazakstan,Single-parent,18+,Total,0
2017,Kazakstan,Single-parent,18+,Male,0
2017,Kazakstan,Single-parent,18+,Female,0
2017,China,Total,Total,Total,14
2017,China,Total,Total,Male,9
2017,China,Total,Total,Female,5
2017,China,Total,0-17,Total,14
2017,China,Total,0-17,Male,9
2017,China,Total,0-17,Female,5
2017,China,Total,18+,Total,0
2017,China,Total,18+,Male,0
2017,China,Total,18+,Female,0
2017,China,Two-parent,Total,Total,13
2017,China,Two-parent,Total,Male,8
2017,China,Two-parent,Total,Female,5
2017,China,Two-parent,0-17,Total,13
2017,China,Two-parent,0-17,Male,8
2017,China,Two-parent,0-17,Female,5
2017,China,Two-parent,18+,Total,0
2017,China,Two-parent,18+,Male,0
2017,China,Two-parent,18+,Female,0
2017,China,Single-parent,Total,Total,1
2017,China,Single-parent,Total,Male,1
2017,China,Single-parent,Total,Female,0
2017,China,Single-parent,0-17,Total,1
2017,China,Single-parent,0-17,Male,1
2017,China,Single-parent,0-17,Female,0
2017,China,Single-parent,18+,Total,0
2017,China,Single-parent,18+,Male,0
2017,China,Single-parent,18+,Female,0
2017,Kyrgyzstan,Total,Total,Total,1
2017,Kyrgyzstan,Total,Total,Male,1
2017,Kyrgyzstan,Total,Total,Female,0
2017,Kyrgyzstan,Total,0-17,Total,1
2017,Kyrgyzstan,Total,0-17,Male,1
2017,Kyrgyzstan,Total,0-17,Female,0
2017,Kyrgyzstan,Total,18+,Total,0
2017,Kyrgyzstan,Total,18+,Male,0
2017,Kyrgyzstan,Total,18+,Female,0
2017,Kyrgyzstan,Two-parent,Total,Total,1
2017,Kyrgyzstan,Two-parent,Total,Male,1
2017,Kyrgyzstan,Two-parent,Total,Female,0
2017,Kyrgyzstan,Two-parent,0-17,Total,1
2017,Kyrgyzstan,Two-parent,0-17,Male,1
2017,Kyrgyzstan,Two-parent,0-17,Female,0
2017,Kyrgyzstan,Two-parent,18+,Total,0
2017,Kyrgyzstan,Two-parent,18+,Male,0
2017,Kyrgyzstan,Two-parent,18+,Female,0
2017,Kyrgyzstan,Single-parent,Total,Total,0
2017,Kyrgyzstan,Single-parent,Total,Male,0
2017,Kyrgyzstan,Single-parent,Total,Female,0
2017,Kyrgyzstan,Single-parent,0-17,Total,0
2017,Kyrgyzstan,Single-parent,0-17,Male,0
2017,Kyrgyzstan,Single-parent,0-17,Female,0
2017,Kyrgyzstan,Single-parent,18+,Total,0
2017,Kyrgyzstan,Single-parent,18+,Male,0
2017,Kyrgyzstan,Single-parent,18+,Female,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Total,Total,Total,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Total,Total,Male,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Total,Total,Female,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Total,0-17,Total,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Total,0-17,Male,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Total,0-17,Female,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Total,18+,Total,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Total,18+,Male,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Total,18+,Female,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Two-parent,Total,Total,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Two-parent,Total,Male,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Two-parent,Total,Female,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Two-parent,0-17,Total,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Two-parent,0-17,Male,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Two-parent,0-17,Female,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Two-parent,18+,Total,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Two-parent,18+,Male,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Two-parent,18+,Female,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Single-parent,Total,Total,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Single-parent,Total,Male,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Single-parent,Total,Female,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Single-parent,0-17,Total,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Single-parent,0-17,Male,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Single-parent,0-17,Female,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Single-parent,18+,Total,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Single-parent,18+,Male,0
2017,"Korea, Democratic People’s Republic of (North Korea)",Single-parent,18+,Female,0
2017,"Korea, Republic of (South Korea)",Total,Total,Total,0
2017,"Korea, Republic of (South Korea)",Total,Total,Male,0
2017,"Korea, Republic of (South Korea)",Total,Total,Female,0
2017,"Korea, Republic of (South Korea)",Total,0-17,Total,0
2017,"Korea, Republic of (South Korea)",Total,0-17,Male,0
2017,"Korea, Republic of (South Korea)",Total,0-17,Female,0
2017,"Korea, Republic of (South Korea)",Total,18+,Total,0
2017,"Korea, Republic of (South Korea)",Total,18+,Male,0
2017,"Korea, Republic of (South Korea)",Total,18+,Female,0
2017,"Korea, Republic of (South Korea)",Two-parent,Total,Total,0
2017,"Korea, Republic of (South Korea)",Two-parent,Total,Male,0
2017,"Korea, Republic of (South Korea)",Two-parent,Total,Female,0
2017,"Korea, Republic of (South Korea)",Two-parent,0-17,Total,0
2017,"Korea, Republic of (South Korea)",Two-parent,0-17,Male,0
2017,"Korea, Republic of (South Korea)",Two-parent,0-17,Female,0
2017,"Korea, Republic of (South Korea)",Two-parent,18+,Total,0
2017,"Korea, Republic of (South Korea)",Two-parent,18+,Male,0
2017,"Korea, Republic of (South Korea)",Two-parent,18+,Female,0
2017,"Korea, Republic of (South Korea)",Single-parent,Total,Total,0
2017,"Korea, Republic of (South Korea)",Single-parent,Total,Male,0
2017,"Korea, Republic of (South Korea)",Single-parent,Total,Female,0
2017,"Korea, Republic of (South Korea)",Single-parent,0-17,Total,0
2017,"Korea, Republic of (South Korea)",Single-parent,0-17,Male,0
2017,"Korea, Republic of (South Korea)",Single-parent,0-17,Female,0
2017,"Korea, Republic of (South Korea)",Single-parent,18+,Total,0
2017,"Korea, Republic of (South Korea)",Single-parent,18+,Male,0
2017,"Korea, Republic of (South Korea)",Single-parent,18+,Female,0
2017,Kuwait,Total,Total,Total,0
2017,Kuwait,Total,Total,Male,0
2017,Kuwait,Total,Total,Female,0
2017,Kuwait,Total,0-17,Total,0
2017,Kuwait,Total,0-17,Male,0
2017,Kuwait,Total,0-17,Female,0
2017,Kuwait,Total,18+,Total,0
2017,Kuwait,Total,18+,Male,0
2017,Kuwait,Total,18+,Female,0
2017,Kuwait,Two-parent,Total,Total,0
2017,Kuwait,Two-parent,Total,Male,0
2017,Kuwait,Two-parent,Total,Female,0
2017,Kuwait,Two-parent,0-17,Total,0
2017,Kuwait,Two-parent,0-17,Male,0
2017,Kuwait,Two-parent,0-17,Female,0
2017,Kuwait,Two-parent,18+,Total,0
2017,Kuwait,Two-parent,18+,Male,0
2017,Kuwait,Two-parent,18+,Female,0
2017,Kuwait,Single-parent,Total,Total,0
2017,Kuwait,Single-parent,Total,Male,0
2017,Kuwait,Single-parent,Total,Female,0
2017,Kuwait,Single-parent,0-17,Total,0
2017,Kuwait,Single-parent,0-17,Male,0
2017,Kuwait,Single-parent,0-17,Female,0
2017,Kuwait,Single-parent,18+,Total,0
2017,Kuwait,Single-parent,18+,Male,0
2017,Kuwait,Single-parent,18+,Female,0
2017,Lao People’s Democratic Republic,Total,Total,Total,0
2017,Lao People’s Democratic Republic,Total,Total,Male,0
2017,Lao People’s Democratic Republic,Total,Total,Female,0
2017,Lao People’s Democratic Republic,Total,0-17,Total,0
2017,Lao People’s Democratic Republic,Total,0-17,Male,0
2017,Lao People’s Democratic Republic,Total,0-17,Female,0
2017,Lao People’s Democratic Republic,Total,18+,Total,0
2017,Lao People’s Democratic Republic,Total,18+,Male,0
2017,Lao People’s Democratic Republic,Total,18+,Female,0
2017,Lao People’s Democratic Republic,Two-parent,Total,Total,0
2017,Lao People’s Democratic Republic,Two-parent,Total,Male,0
2017,Lao People’s Democratic Republic,Two-parent,Total,Female,0
2017,Lao People’s Democratic Republic,Two-parent,0-17,Total,0
2017,Lao People’s Democratic Republic,Two-parent,0-17,Male,0
2017,Lao People’s Democratic Republic,Two-parent,0-17,Female,0
2017,Lao People’s Democratic Republic,Two-parent,18+,Total,0
2017,Lao People’s Democratic Republic,Two-parent,18+,Male,0
2017,Lao People’s Democratic Republic,Two-parent,18+,Female,0
2017,Lao People’s Democratic Republic,Single-parent,Total,Total,0
2017,Lao People’s Democratic Republic,Single-parent,Total,Male,0
2017,Lao People’s Democratic Republic,Single-parent,Total,Female,0
2017,Lao People’s Democratic Republic,Single-parent,0-17,Total,0
2017,Lao People’s Democratic Republic,Single-parent,0-17,Male,0
2017,Lao People’s Democratic Republic,Single-parent,0-17,Female,0
2017,Lao People’s Democratic Republic,Single-parent,18+,Total,0
2017,Lao People’s Democratic Republic,Single-parent,18+,Male,0
2017,Lao People’s Democratic Republic,Single-parent,18+,Female,0
2017,Lebanon,Total,Total,Total,0
2017,Lebanon,Total,Total,Male,0
2017,Lebanon,Total,Total,Female,0
2017,Lebanon,Total,0-17,Total,0
2017,Lebanon,Total,0-17,Male,0
2017,Lebanon,Total,0-17,Female,0
2017,Lebanon,Total,18+,Total,0
2017,Lebanon,Total,18+,Male,0
2017,Lebanon,Total,18+,Female,0
2017,Lebanon,Two-parent,Total,Total,0
2017,Lebanon,Two-parent,Total,Male,0
2017,Lebanon,Two-parent,Total,Female,0
2017,Lebanon,Two-parent,0-17,Total,0
2017,Lebanon,Two-parent,0-17,Male,0
2017,Lebanon,Two-parent,0-17,Female,0
2017,Lebanon,Two-parent,18+,Total,0
2017,Lebanon,Two-parent,18+,Male,0
2017,Lebanon,Two-parent,18+,Female,0
2017,Lebanon,Single-parent,Total,Total,0
2017,Lebanon,Single-parent,Total,Male,0
2017,Lebanon,Single-parent,Total,Female,0
2017,Lebanon,Single-parent,0-17,Total,0
2017,Lebanon,Single-parent,0-17,Male,0
2017,Lebanon,Single-parent,0-17,Female,0
2017,Lebanon,Single-parent,18+,Total,0
2017,Lebanon,Single-parent,18+,Male,0
2017,Lebanon,Single-parent,18+,Female,0
2017,Maldives,Total,Total,Total,0
2017,Maldives,Total,Total,Male,0
2017,Maldives,Total,Total,Female,0
2017,Maldives,Total,0-17,Total,0
2017,Maldives,Total,0-17,Male,0
2017,Maldives,Total,0-17,Female,0
2017,Maldives,Total,18+,Total,0
2017,Maldives,Total,18+,Male,0
2017,Maldives,Total,18+,Female,0
2017,Maldives,Two-parent,Total,Total,0
2017,Maldives,Two-parent,Total,Male,0
2017,Maldives,Two-parent,Total,Female,0
2017,Maldives,Two-parent,0-17,Total,0
2017,Maldives,Two-parent,0-17,Male,0
2017,Maldives,Two-parent,0-17,Female,0
2017,Maldives,Two-parent,18+,Total,0
2017,Maldives,Two-parent,18+,Male,0
2017,Maldives,Two-parent,18+,Female,0
2017,Maldives,Single-parent,Total,Total,0
2017,Maldives,Single-parent,Total,Male,0
2017,Maldives,Single-parent,Total,Female,0
2017,Maldives,Single-parent,0-17,Total,0
2017,Maldives,Single-parent,0-17,Male,0
2017,Maldives,Single-parent,0-17,Female,0
2017,Maldives,Single-parent,18+,Total,0
2017,Maldives,Single-parent,18+,Male,0
2017,Maldives,Single-parent,18+,Female,0
2017,Malaysia,Total,Total,Total,0
2017,Malaysia,Total,Total,Male,0
2017,Malaysia,Total,Total,Female,0
2017,Malaysia,Total,0-17,Total,0
2017,Malaysia,Total,0-17,Male,0
2017,Malaysia,Total,0-17,Female,0
2017,Malaysia,Total,18+,Total,0
2017,Malaysia,Total,18+,Male,0
2017,Malaysia,Total,18+,Female,0
2017,Malaysia,Two-parent,Total,Total,0
2017,Malaysia,Two-parent,Total,Male,0
2017,Malaysia,Two-parent,Total,Female,0
2017,Malaysia,Two-parent,0-17,Total,0
2017,Malaysia,Two-parent,0-17,Male,0
2017,Malaysia,Two-parent,0-17,Female,0
2017,Malaysia,Two-parent,18+,Total,0
2017,Malaysia,Two-parent,18+,Male,0
2017,Malaysia,Two-parent,18+,Female,0
2017,Malaysia,Single-parent,Total,Total,0
2017,Malaysia,Single-parent,Total,Male,0
2017,Malaysia,Single-parent,Total,Female,0
2017,Malaysia,Single-parent,0-17,Total,0
2017,Malaysia,Single-parent,0-17,Male,0
2017,Malaysia,Single-parent,0-17,Female,0
2017,Malaysia,Single-parent,18+,Total,0
2017,Malaysia,Single-parent,18+,Male,0
2017,Malaysia,Single-parent,18+,Female,0
2017,Mongolia,Total,Total,Total,0
2017,Mongolia,Total,Total,Male,0
2017,Mongolia,Total,Total,Female,0
2017,Mongolia,Total,0-17,Total,0
2017,Mongolia,Total,0-17,Male,0
2017,Mongolia,Total,0-17,Female,0
2017,Mongolia,Total,18+,Total,0
2017,Mongolia,Total,18+,Male,0
2017,Mongolia,Total,18+,Female,0
2017,Mongolia,Two-parent,Total,Total,0
2017,Mongolia,Two-parent,Total,Male,0
2017,Mongolia,Two-parent,Total,Female,0
2017,Mongolia,Two-parent,0-17,Total,0
2017,Mongolia,Two-parent,0-17,Male,0
2017,Mongolia,Two-parent,0-17,Female,0
2017,Mongolia,Two-parent,18+,Total,0
2017,Mongolia,Two-parent,18+,Male,0
2017,Mongolia,Two-parent,18+,Female,0
2017,Mongolia,Single-parent,Total,Total,0
2017,Mongolia,Single-parent,Total,Male,0
2017,Mongolia,Single-parent,Total,Female,0
2017,Mongolia,Single-parent,0-17,Total,0
2017,Mongolia,Single-parent,0-17,Male,0
2017,Mongolia,Single-parent,0-17,Female,0
2017,Mongolia,Single-parent,18+,Total,0
2017,Mongolia,Single-parent,18+,Male,0
2017,Mongolia,Single-parent,18+,Female,0
2017,Myanmar,Total,Total,Total,0
2017,Myanmar,Total,Total,Male,0
2017,Myanmar,Total,Total,Female,0
2017,Myanmar,Total,0-17,Total,0
2017,Myanmar,Total,0-17,Male,0
2017,Myanmar,Total,0-17,Female,0
2017,Myanmar,Total,18+,Total,0
2017,Myanmar,Total,18+,Male,0
2017,Myanmar,Total,18+,Female,0
2017,Myanmar,Two-parent,Total,Total,0
2017,Myanmar,Two-parent,Total,Male,0
2017,Myanmar,Two-parent,Total,Female,0
2017,Myanmar,Two-parent,0-17,Total,0
2017,Myanmar,Two-parent,0-17,Male,0
2017,Myanmar,Two-parent,0-17,Female,0
2017,Myanmar,Two-parent,18+,Total,0
2017,Myanmar,Two-parent,18+,Male,0
2017,Myanmar,Two-parent,18+,Female,0
2017,Myanmar,Single-parent,Total,Total,0
2017,Myanmar,Single-parent,Total,Male,0
2017,Myanmar,Single-parent,Total,Female,0
2017,Myanmar,Single-parent,0-17,Total,0
2017,Myanmar,Single-parent,0-17,Male,0
